   mwg14_2015   | kod_pocztowy |      nazwa_miejsc      | kod_miejsc |   nazwa_cz_miejsc   | kod_cz_miejsc | kod_gminy | kod_gminy_distr |   nazwa_woj   |  nazwa_pow  |      nazwa_gmi      | segment_gminy 
 30640696764606 | 61-485       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764607 | 61-486       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696768333 | 61-450       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696768331 | 61-450       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696768332 | 61-450       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696768313 | 61-441       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696768314 | 61-441       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696768315 | 61-447       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696768316 | 61-447       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767601 | 61-455       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767602 | 61-455       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767603 | 61-454       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767604 | 61-441       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767605 | 61-449       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767903 | 61-443       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767708 | 61-447       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767801 | 61-446       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767802 | 61-443       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767803 | 61-443       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767804 | 61-444       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767805 | 61-441       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767901 | 61-446       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767902 | 61-448       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767904 | 61-442       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696768312 | 61-441       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767205 | 61-458       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767206 | 61-457       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767007 | 61-454       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767102 | 61-459       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767103 | 61-457       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767104 | 61-459       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764904 | 61-481       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767503 | 61-435       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696766806 | 61-433       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696766907 | 61-433       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696767502 | 61-436       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696766108 | 61-474       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696766102 | 61-474       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764203 | 61-488       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640496730603 | 61-144       | POZNAŃ                 | 0969400    | POZNAŃ-NOWE MIASTO  | 0969770       | 3064011   | 3064049         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-NOWE MIASTO  | A1
 30640696763404 | 61-522       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764303 | 61-493       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763801 | 61-503       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764308 | 61-493       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696761903 | 61-568       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762111 | 61-578       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696761905 | 61-583       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696761906 | 61-561       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764304 | 61-492       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764502 | 61-487       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764301 | 61-513       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763802 | 61-501       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763701 | 61-511       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763803 | 61-501       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763804 | 61-502       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764001 | 61-505       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764002 | 61-515       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764003 | 61-514       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763703 | 61-512       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763704 | 61-550       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763705 | 61-512       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763706 | 61-508       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763707 | 61-508       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763708 | 61-514       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764302 | 61-493       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764004 | 61-514       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764202 | 61-487       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764204 | 61-489       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763407 | 61-504       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763302 | 61-519       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763303 | 61-521       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763304 | 61-524       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763305 | 61-522       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763306 | 61-524       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763401 | 61-529       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763403 | 61-525       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763405 | 61-503       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763406 | 61-503       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763601 | 61-524       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763602 | 61-524       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763603 | 60-218       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764602 | 61-489       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764603 | 61-487       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763003 | 61-546       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763004 | 61-548       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763005 | 61-545       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763006 | 61-501       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763102 | 61-531       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763103 | 61-528       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763104 | 61-532       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763105 | 61-526       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763106 | 61-529       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763201 | 61-535       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763202 | 61-518       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763203 | 61-517       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763204 | 61-518       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763205 | 61-517       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763301 | 61-527       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762503 | 61-536       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762504 | 61-527       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764306 | 61-495       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763702 | 61-509       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696764305 | 61-495       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696761907 | 61-568       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696761604 | 61-582       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696761901 | 61-569       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696761902 | 61-568       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696761908 | 61-574       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762112 | 61-577       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762113 | 61-577       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762114 | 61-575       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762115 | 61-577       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762121 | 61-563       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762122 | 61-552       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762123 | 61-563       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762301 | 61-579       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762302 | 61-541       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696761904 | 61-561       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762904 | 61-547       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763001 | 61-546       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763002 | 61-546       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762702 | 61-563       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762303 | 61-542       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762902 | 61-526       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696763101 | 61-532       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762304 | 61-541       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762305 | 61-543       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762306 | 61-558       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762502 | 61-538       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762701 | 61-571       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762703 | 61-553       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762704 | 61-563       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762705 | 61-552       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762706 | 61-552       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762801 | 61-568       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762307 | 61-541       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
 30640696762308 | 61-558       | POZNAŃ                 | 0969400    | POZNAŃ-WILDA        | 0970448       | 3064011   | 3064069         | WIELKOPOLSKIE | POZNAŃ      | POZNAŃ-WILDA        | A1
